,ORDERNUMBER,QUANTITYORDERED,PRICEEACH,STATUS,PRODUCTCODE,PHONE,CITY,STATE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
1373,10159,32,100.0,Shipped,S18_4721,6505551386,San Francisco,CA,USA,Brown,Julie,Medium
1374,10169,33,100.0,Shipped,S18_4721,02 9936 8555,North Sydney,NSW,Australia,O'Hara,Anna,Medium
1375,10180,44,100.0,Shipped,S18_4721,20.16.1555,Lille,,France,Rance,Martine,Medium
1376,10191,32,100.0,Shipped,S18_4721,0221-5554327,Koln,,Germany,Pfalzheim,Henriette,Medium
1377,10211,41,100.0,Shipped,S18_4721,(1) 47.55.6555,Paris,,France,Perrier,Dominique,Medium
1378,10225,35,100.0,Shipped,S18_4721,0897-034555,Gensve,,Switzerland,Holz,Michael,Medium
1379,10238,44,100.0,Shipped,S18_4721,31 12 3555,Kobenhavn,,Denmark,Petersen,Jytte,Medium
1380,10252,26,100.0,Shipped,S18_4721,(1) 47.55.6555,Paris,,France,Perrier,Dominique,Medium
1381,10264,20,100.0,Shipped,S18_4721,6175559555,Boston,MA,USA,Yoshido,Juri,Small
1382,10276,48,100.0,Shipped,S18_4721,6175557555,Brickhaven,MA,USA,Barajas,Miguel,Medium
1383,10287,34,100.0,Shipped,S18_4721,0897-034555,Gensve,,Switzerland,Holz,Michael,Medium
1384,10299,49,100.0,Shipped,S18_4721,90-224 8555,Helsinki,,Finland,Karttunen,Matti,Large
1385,10310,40,100.0,Shipped,S18_4721,0221-5554327,Koln,,Germany,Pfalzheim,Henriette,Medium
1386,10319,45,100.0,Shipped,S18_4721,2125551957,NYC,NY,USA,Kuo,Kee,Large
1387,10330,50,100.0,Shipped,S18_4721,+63 2 555 3587,Makati City,,Philippines,Cruz,Arnold,Medium
1388,10342,38,100.0,Shipped,S18_4721,03 9520 4555,Melbourne,Victoria,Australia,Ferguson,Peter,Medium
1389,10355,25,100.0,Shipped,S18_4721,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Medium
1390,10363,28,58.18,Shipped,S18_4721,+358 9 8045 555,Espoo,,Finland,Suominen,Kalle,Small
1391,10378,49,67.14,Shipped,S18_4721,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Medium
1392,10390,49,100.0,Shipped,S18_4721,4155551450,San Rafael,CA,USA,Nelson,Valarie,Medium
1393,10110,42,61.29,Shipped,S18_4933,(171) 555-1555,Manchester,,UK,Ashworth,Victoria,Small
1394,10124,23,57.73,Shipped,S18_4933,7025551838,Las Vegas,NV,USA,King,Sue,Small
1395,10148,29,81.25,Shipped,S18_4933,02 9936 8555,North Sydney,NSW,Australia,O'Hara,Anna,Small
1396,10161,25,80.54,Shipped,S18_4933,86 21 3555,Aaarhus,,Denmark,Ibsen,Palle,Small
1397,10173,39,71.98,Shipped,S18_4933,035-640555,Bergamo,,Italy,Rovelli,Giovanni,Small
1398,10182,44,69.84,Shipped,S18_4933,4155551450,San Rafael,CA,USA,Nelson,Valarie,Medium
1399,10193,25,76.26,Shipped,S18_4933,61-9-3844-6555,Glen Waverly,Victoria,Australia,Connery,Sean,Small
1400,10204,45,76.26,Shipped,S18_4933,2125557413,NYC,NY,USA,Young,Jeff,Medium
1401,10213,25,83.39,Shipped,S18_4933,(171) 555-7555,London,,UK,Hardy,Thomas,Small
1402,10227,37,57.73,Shipped,S18_4933,78.32.5555,Lyon,,France,Saveley,Mary,Small
1403,10241,30,66.99,Shipped,S18_4933,88.60.1555,Strasbourg,,France,Citeaux,Frederique,Small
1404,10267,36,75.55,Shipped,S18_4933,2125557413,NYC,NY,USA,Young,Jeff,Small
1405,10279,26,60.58,Shipped,S18_4933,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Small
1406,10288,23,73.41,Shipped,S18_4933,+65 224 1555,Singapore,,Singapore,Victorino,Wendy,Small
1407,10302,23,72.7,Shipped,S18_4933,(171) 555-2282,Liverpool,,UK,Devon,Elizabeth,Small
1408,10311,25,66.99,Shipped,S18_4933,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Small
1409,10332,21,100.0,Shipped,S18_4933,(171) 555-1555,Manchester,,UK,Ashworth,Victoria,Medium
1410,10344,26,63.43,Shipped,S18_4933,91.24.4555,Marseille,,France,Lebihan,Laurence,Small
1411,10367,44,85.25,Resolved,S18_4933,6265557265,Pasadena,CA,USA,Young,Julie,Medium
1412,10380,24,100.0,Shipped,S18_4933,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Medium
1413,10407,66,66.99,On Hold,S18_4933,4085553659,San Jose,CA,USA,Frick,Sue,Medium
1414,10420,36,57.73,In Process,S18_4933,+61 2 9495 8555,Chatswood,NSW,Australia,Huxley,Adrian,Small
1415,10110,36,85.25,Shipped,S24_1046,(171) 555-1555,Manchester,,UK,Ashworth,Victoria,Medium
1416,10124,22,77.9,Shipped,S24_1046,7025551838,Las Vegas,NV,USA,King,Sue,Small
1417,10148,25,60.26,Shipped,S24_1046,02 9936 8555,North Sydney,NSW,Australia,O'Hara,Anna,Small
1418,10161,37,72.76,Shipped,S24_1046,86 21 3555,Aaarhus,,Denmark,Ibsen,Palle,Small
1419,10172,32,75.69,Shipped,S24_1046,2035552570,Bridgewater,CT,USA,King,Julie,Small
1420,10182,47,74.22,Shipped,S24_1046,4155551450,San Rafael,CA,USA,Nelson,Valarie,Medium
1421,10192,37,69.82,Shipped,S24_1046,6035558647,Nashua,NH,USA,Young,Valarie,Small
1422,10204,20,62.47,Shipped,S24_1046,2125557413,NYC,NY,USA,Young,Jeff,Small
1423,10212,41,82.31,Shipped,S24_1046,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Medium
1424,10226,21,60.26,Shipped,S24_1046,7605558146,San Diego,CA,USA,Thompson,Valarie,Small
1425,10241,22,76.43,Shipped,S24_1046,88.60.1555,Strasbourg,,France,Citeaux,Frederique,Small
1426,10267,40,80.1,Shipped,S24_1046,2125557413,NYC,NY,USA,Young,Jeff,Medium
1427,10279,32,74.96,Shipped,S24_1046,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Small
1428,10288,36,66.14,Shipped,S24_1046,+65 224 1555,Singapore,,Singapore,Victorino,Wendy,Small
1429,10301,27,72.02,Shipped,S24_1046,+47 2212 1555,Oslo,,Norway,Klaeboe,Jan,Small
1430,10311,26,87.45,Shipped,S24_1046,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Small
1431,10321,30,70.55,Shipped,S24_1046,5085552555,New Bedford,MA,USA,Benitez,Violeta,Small
1432,10332,23,56.84,Shipped,S24_1046,(171) 555-1555,Manchester,,UK,Ashworth,Victoria,Small
1433,10344,29,59.53,Shipped,S24_1046,91.24.4555,Marseille,,France,Lebihan,Laurence,Small
1434,10367,21,60.37,Resolved,S24_1046,6265557265,Pasadena,CA,USA,Young,Julie,Small
1435,10380,34,100.0,Shipped,S24_1046,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Medium
1436,10407,26,76.43,On Hold,S24_1046,4085553659,San Jose,CA,USA,Frick,Sue,Small
1437,10420,60,64.67,In Process,S24_1046,+61 2 9495 8555,Chatswood,NSW,Australia,Huxley,Adrian,Medium
1438,10104,35,55.49,Shipped,S24_1444,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Small
1439,10115,47,69.36,Shipped,S24_1444,2125558493,NYC,NY,USA,Hernandez,Maria,Medium
1440,10127,20,60.69,Shipped,S24_1444,2125557413,NYC,NY,USA,Young,Jeff,Small
1441,10141,20,54.33,Shipped,S24_1444,+358 9 8045 555,Espoo,,Finland,Suominen,Kalle,Small
1442,10152,25,65.31,Shipped,S24_1444,61-7-3844-6555,South Brisbane,Queensland,Australia,Calaghan,Tony,Small
1443,10165,25,69.36,Shipped,S24_1444,+65 221 7555,Singapore,,Singapore,Natividad,Eric,Small
1444,10176,27,68.78,Shipped,S24_1444,0522-556555,Reggio Emilia,,Italy,Moroni,Maurizio,Small
1445,10184,31,60.11,Shipped,S24_1444,(95) 555 82 82,Sevilla,,Spain,Roel,Jose Pedro,Small
1446,10195,44,66.47,Shipped,S24_1444,9145554562,White Plains,NY,USA,Frick,Steve,Small
1447,10207,49,46.82,Shipped,S24_1444,6175552555,Boston,MA,USA,Franco,Valarie,Small
1448,10220,26,56.07,Shipped,S24_1444,+353 1862 1555,Dublin,,Ireland,Cassidy,Dean,Small
1449,10230,36,54.33,Shipped,S24_1444,+49 69 66 90 2555,Frankfurt,,Germany,Keitel,Roland,Small
1450,10246,44,52.6,Shipped,S24_1444,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Small
1451,10259,28,46.82,Shipped,S24_1444,+65 224 1555,Singapore,,Singapore,Victorino,Wendy,Small
1452,10271,45,64.74,Shipped,S24_1444,4155551450,San Rafael,CA,USA,Nelson,Valarie,Small
1453,10282,29,46.82,Shipped,S24_1444,4155551450,San Rafael,CA,USA,Nelson,Valarie,Small
1454,10292,40,53.75,Shipped,S24_1444,2125557818,NYC,NY,USA,Yu,Kwai,Small
1455,10305,45,61.85,Shipped,S24_1444,6175558555,Cambridge,MA,USA,Hernandez,Marta,Small
1456,10314,44,53.18,Shipped,S24_1444,86 21 3555,Aaarhus,,Denmark,Ibsen,Palle,Small
1457,10324,25,69.16,Shipped,S24_1444,2125551500,NYC,NY,USA,Frick,Michael,Small
1458,10336,45,100.0,Shipped,S24_1444,(1) 42.34.2555,Paris,,France,Bertrand,Marie,Medium
1459,10349,48,47.4,Shipped,S24_1444,2125557413,NYC,NY,USA,Young,Jeff,Small
1460,10358,44,60.76,Shipped,S24_1444,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Small
1461,10371,25,97.27,Shipped,S24_1444,4155551450,San Rafael,CA,USA,Nelson,Valarie,Small
1462,10383,22,91.76,Shipped,S24_1444,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Small
1463,10394,31,50.29,Shipped,S24_1444,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Small
1464,10412,21,52.6,Shipped,S24_1444,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Small
1465,10425,55,46.82,In Process,S24_1444,40.67.8555,Nantes,,France,Labrune,Janine,Small
1466,10107,25,100.0,Shipped,S24_1578,2125557818,NYC,NY,USA,Yu,Kwai,Small
1467,10120,35,98.05,Shipped,S24_1578,03 9520 4555,Melbourne,Victoria,Australia,Ferguson,Peter,Medium
1468,10134,35,93.54,Shipped,S24_1578,+33 1 46 62 7555,Paris,,France,Da Cunha,Daniel,Medium
1469,10145,43,95.8,Shipped,S24_1578,6265557265,Pasadena,CA,USA,Young,Julie,Medium
1470,10159,44,100.0,Shipped,S24_1578,6505551386,San Francisco,CA,USA,Brown,Julie,Medium
1471,10168,50,100.0,Shipped,S24_1578,6505556809,Burlingame,CA,USA,Hirano,Juri,Medium
1472,10180,48,100.0,Shipped,S24_1578,20.16.1555,Lille,,France,Rance,Martine,Medium
1473,10188,25,100.0,Shipped,S24_1578,+47 2267 3215,Bergen,,Norway,Oeztan,Veysel,Small
1474,10201,39,100.0,Shipped,S24_1578,6505555787,San Francisco,CA,USA,Murphy,Julie,Medium
1475,10211,25,90.16,Shipped,S24_1578,(1) 47.55.6555,Paris,,France,Perrier,Dominique,Small
1476,10223,32,91.29,Shipped,S24_1578,03 9520 4555,Melbourne,Victoria,Australia,Ferguson,Peter,Small
1477,10237,20,100.0,Shipped,S24_1578,2125551500,NYC,NY,USA,Frick,Michael,Small
1478,10251,26,100.0,Shipped,S24_1578,2015559350,Newark,NJ,USA,Brown,William,Small
1479,10263,42,100.0,Shipped,S24_1578,2035552570,Bridgewater,CT,USA,King,Julie,Medium
1480,10275,21,100.0,Shipped,S24_1578,40.67.8555,Nantes,,France,Labrune,Janine,Small
1481,10285,34,100.0,Shipped,S24_1578,6175558555,Cambridge,MA,USA,Hernandez,Marta,Medium
1482,10299,47,100.0,Shipped,S24_1578,90-224 8555,Helsinki,,Finland,Karttunen,Matti,Medium
1483,10309,21,100.0,Shipped,S24_1578,07-98 9555,Stavern,,Norway,Bergulfsen,Jonas,Small
1484,10318,48,100.0,Shipped,S24_1578,2155551555,Allentown,PA,USA,Yu,Kyung,Medium
1485,10329,30,87.78,Shipped,S24_1578,2125557818,NYC,NY,USA,Yu,Kwai,Small
1486,10339,27,84.39,Shipped,S24_1578,+81 3 3584 0555,Minato-ku,Tokyo,Japan,Shimamura,Akiko,Small
1487,10362,50,96.92,Shipped,S24_1578,6505556809,Burlingame,CA,USA,Hirano,Juri,Medium
1488,10374,38,100.0,Shipped,S24_1578,61-7-3844-6555,South Brisbane,Queensland,Australia,Calaghan,Tony,Medium
1489,10389,45,100.0,Shipped,S24_1578,0695-34 6555,Boras,,Sweden,Larsson,Maria,Medium
1490,10403,46,100.0,Shipped,S24_1578,(171) 555-2282,Liverpool,,UK,Devon,Elizabeth,Medium
1491,10417,35,100.0,Disputed,S24_1578,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Medium
1492,10110,29,59.37,Shipped,S24_1628,(171) 555-1555,Manchester,,UK,Ashworth,Victoria,Small
1493,10123,50,59.87,Shipped,S24_1628,40.32.2555,Nantes,,France,Schmitt,Carine,Small
1494,10137,26,49.81,Shipped,S24_1628,26.47.1555,Reims,,France,Henriot,Paul,Small
1495,10148,47,56.85,Shipped,S24_1628,02 9936 8555,North Sydney,NSW,Australia,O'Hara,Anna,Small
1496,10161,23,53.33,Shipped,S24_1628,86 21 3555,Aaarhus,,Denmark,Ibsen,Palle,Small
1497,10172,34,42.76,Shipped,S24_1628,2035552570,Bridgewater,CT,USA,King,Julie,Small
1498,10181,34,53.83,Shipped,S24_1628,+47 2267 3215,Bergen,,Norway,Oeztan,Veysel,Small
1499,10192,47,53.83,Shipped,S24_1628,6035558647,Nashua,NH,USA,Young,Valarie,Small
1500,10204,45,49.81,Shipped,S24_1628,2125557413,NYC,NY,USA,Young,Jeff,Small
1501,10212,45,53.33,Shipped,S24_1628,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Small
1502,10226,36,43.27,Shipped,S24_1628,7605558146,San Diego,CA,USA,Thompson,Valarie,Small
1503,10241,21,40.25,Shipped,S24_1628,88.60.1555,Strasbourg,,France,Citeaux,Frederique,Small
1504,10266,28,48.3,Shipped,S24_1628,0522-556555,Reggio Emilia,,Italy,Moroni,Maurizio,Small
1505,10278,35,45.28,Shipped,S24_1628,7025551838,Las Vegas,NV,USA,King,Sue,Small
1506,10288,50,52.32,Shipped,S24_1628,+65 224 1555,Singapore,,Singapore,Victorino,Wendy,Small
1507,10301,22,51.32,Shipped,S24_1628,+47 2212 1555,Oslo,,Norway,Klaeboe,Jan,Small
1508,10311,45,49.3,Shipped,S24_1628,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Small
1509,10321,48,42.26,Shipped,S24_1628,5085552555,New Bedford,MA,USA,Benitez,Violeta,Small
1510,10332,20,87.96,Shipped,S24_1628,(171) 555-1555,Manchester,,UK,Ashworth,Victoria,Small
1511,10343,27,36.21,Shipped,S24_1628,26.47.1555,Reims,,France,Henriot,Paul,Small
1512,10367,38,38.5,Resolved,S24_1628,6265557265,Pasadena,CA,USA,Young,Julie,Small
1513,10379,32,100.0,Shipped,S24_1628,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Medium
1514,10407,64,40.25,On Hold,S24_1628,4085553659,San Jose,CA,USA,Frick,Sue,Small
1515,10420,37,60.37,In Process,S24_1628,+61 2 9495 8555,Chatswood,NSW,Australia,Huxley,Adrian,Small
1516,10106,28,88.63,Shipped,S24_1785,035-640555,Bergamo,,Italy,Rovelli,Giovanni,Small
1517,10120,39,100.0,Shipped,S24_1785,03 9520 4555,Melbourne,Victoria,Australia,Ferguson,Peter,Medium
1518,10133,41,94.1,Shipped,S24_1785,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Medium
1519,10145,40,87.54,Shipped,S24_1785,6265557265,Pasadena,CA,USA,Young,Julie,Medium
1520,10168,49,100.0,Shipped,S24_1785,6505556809,Burlingame,CA,USA,Hirano,Juri,Medium
1521,10210,27,98.48,Shipped,S24_1785,+81 06 6342 5555,Osaka,Osaka,Japan,Kentary,Mory,Small
1522,10223,34,100.0,Shipped,S24_1785,03 9520 4555,Melbourne,Victoria,Australia,Ferguson,Peter,Medium
1523,10235,23,96.29,Shipped,S24_1785,(604) 555-4555,Tsawassen,BC,Canada,Lincoln,Elizabeth,Small
1524,10250,31,88.63,Shipped,S24_1785,4085553659,San Jose,CA,USA,Frick,Sue,Small
1525,10262,34,97.38,Cancelled,S24_1785,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Medium
1526,10275,25,95.2,Shipped,S24_1785,40.67.8555,Nantes,,France,Labrune,Janine,Small
1527,10284,22,100.0,Shipped,S24_1785,+47 2212 1555,Oslo,,Norway,Klaeboe,Jan,Small
1528,10297,32,100.0,Shipped,S24_1785,+353 1862 1555,Dublin,,Ireland,Cassidy,Dean,Medium
1529,10308,31,100.0,Shipped,S24_1785,9145554562,White Plains,NY,USA,Frick,Steve,Medium
1530,10316,25,100.0,Shipped,S24_1785,(198) 555-8888,Cowes,Isle of Wight,UK,Bennett,Helen,Small
1531,10328,47,87.54,Shipped,S24_1785,035-640555,Bergamo,,Italy,Rovelli,Giovanni,Medium
1532,10339,21,50.65,Shipped,S24_1785,+81 3 3584 0555,Minato-ku,Tokyo,Japan,Shimamura,Akiko,Small
1533,10353,28,71.73,Shipped,S24_1785,2035554407,Glendale,CT,USA,Lewis,Dan,Small
1534,10374,46,94.1,Shipped,S24_1785,61-7-3844-6555,South Brisbane,Queensland,Australia,Calaghan,Tony,Medium
1535,10386,33,41.71,Resolved,S24_1785,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Small
1536,10398,43,100.0,Shipped,S24_1785,26.47.1555,Reims,,France,Henriot,Paul,Medium
1537,10401,38,96.29,On Hold,S24_1785,2015559350,Newark,NJ,USA,Brown,William,Medium
1538,10416,47,88.63,Shipped,S24_1785,0522-556555,Reggio Emilia,,Italy,Moroni,Maurizio,Medium
1539,10101,45,31.2,Shipped,S24_1937,+49 69 66 90 2555,Frankfurt,,Germany,Keitel,Roland,Small
1540,10110,20,35.51,Shipped,S24_1937,(171) 555-1555,Manchester,,UK,Ashworth,Victoria,Small
1541,10124,45,37.84,Shipped,S24_1937,7025551838,Las Vegas,NV,USA,King,Sue,Small
1542,10149,36,33.19,Shipped,S24_1937,4155554312,Brisbane,CA,USA,Taylor,Sue,Small
1543,10162,37,27.22,Shipped,S24_1937,6505551386,San Francisco,CA,USA,Brown,Julie,Small
1544,10173,31,31.53,Shipped,S24_1937,035-640555,Bergamo,,Italy,Rovelli,Giovanni,Small
1545,10182,39,36.84,Shipped,S24_1937,4155551450,San Rafael,CA,USA,Nelson,Valarie,Small
1546,10193,26,29.21,Shipped,S24_1937,61-9-3844-6555,Glen Waverly,Victoria,Australia,Connery,Sean,Small
1547,10205,32,37.17,Shipped,S24_1937,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Small
1548,10214,20,34.19,Shipped,S24_1937,(91) 555 22 82,Madrid,,Spain,Sommer,Mart¡n,Small
1549,10227,42,29.21,Shipped,S24_1937,78.32.5555,Lyon,,France,Saveley,Mary,Small
1550,10243,33,29.54,Shipped,S24_1937,6175552555,Boston,MA,USA,Franco,Valarie,Small
1551,10280,20,28.88,Shipped,S24_1937,011-4988555,Torino,,Italy,Accorti,Paolo,Small
1552,10288,29,38.17,Shipped,S24_1937,+65 224 1555,Singapore,,Singapore,Victorino,Wendy,Small
1553,10304,23,30.2,Shipped,S24_1937,30.59.8555,Versailles,,France,Tonini,Daniel,Small
1554,10312,39,29.54,Shipped,S24_1937,4155551450,San Rafael,CA,USA,Nelson,Valarie,Small
1555,10322,20,100.0,Shipped,S24_1937,6035558647,Nashua,NH,USA,Young,Valarie,Small
1556,10332,45,81.91,Shipped,S24_1937,(171) 555-1555,Manchester,,UK,Ashworth,Victoria,Medium
1557,10344,20,35.18,Shipped,S24_1937,91.24.4555,Marseille,,France,Lebihan,Laurence,Small
1558,10356,48,100.0,Shipped,S24_1937,+33 1 46 62 7555,Paris,,France,Da Cunha,Daniel,Large
1559,10367,23,36.29,Resolved,S24_1937,6265557265,Pasadena,CA,USA,Young,Julie,Small
1560,10380,32,70.56,Shipped,S24_1937,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Small
1561,10391,33,100.0,Shipped,S24_1937,02 9936 8555,North Sydney,NSW,Australia,O'Hara,Anna,Large
1562,10409,61,29.54,Shipped,S24_1937,+65 224 1555,Singapore,,Singapore,Victorino,Wendy,Small
1563,10420,45,26.88,In Process,S24_1937,+61 2 9495 8555,Chatswood,NSW,Australia,Huxley,Adrian,Small
1564,10107,38,83.03,Shipped,S24_2000,2125557818,NYC,NY,USA,Yu,Kwai,Medium
1565,10120,34,83.79,Shipped,S24_2000,03 9520 4555,Melbourne,Victoria,Australia,Ferguson,Peter,Small
1566,10134,43,83.03,Shipped,S24_2000,+33 1 46 62 7555,Paris,,France,Da Cunha,Daniel,Medium
1567,10145,47,83.03,Shipped,S24_2000,6265557265,Pasadena,CA,USA,Young,Julie,Medium
1568,10158,22,67.03,Shipped,S24_2000,07-98 9555,Stavern,,Norway,Bergulfsen,Jonas,Small
1569,10168,29,75.41,Shipped,S24_2000,6505556809,Burlingame,CA,USA,Hirano,Juri,Small
1570,10180,28,68.55,Shipped,S24_2000,20.16.1555,Lille,,France,Rance,Martine,Small
1571,10188,40,91.4,Shipped,S24_2000,+47 2267 3215,Bergen,,Norway,Oeztan,Veysel,Medium
1572,10201,25,73.88,Shipped,S24_2000,6505555787,San Francisco,CA,USA,Murphy,Julie,Small
1573,10210,30,61.7,Shipped,S24_2000,+81 06 6342 5555,Osaka,Osaka,Japan,Kentary,Mory,Small
1574,10223,38,69.31,Shipped,S24_2000,03 9520 4555,Melbourne,Victoria,Australia,Ferguson,Peter,Small
1575,10236,36,87.6,Shipped,S24_2000,2155559857,Philadelphia,PA,USA,Hernandez,Rosa,Medium
1576,10250,32,87.6,Shipped,S24_2000,4085553659,San Jose,CA,USA,Frick,Sue,Small
1577,10263,37,62.46,Shipped,S24_2000,2035552570,Bridgewater,CT,USA,King,Julie,Small
1578,10275,30,79.98,Shipped,S24_2000,40.67.8555,Nantes,,France,Labrune,Janine,Small
1579,10285,39,70.08,Shipped,S24_2000,6175558555,Cambridge,MA,USA,Hernandez,Marta,Small
1580,10297,32,65.51,Shipped,S24_2000,+353 1862 1555,Dublin,,Ireland,Cassidy,Dean,Small
1581,10308,47,63.22,Shipped,S24_2000,9145554562,White Plains,NY,USA,Frick,Steve,Small
1582,10318,26,86.83,Shipped,S24_2000,2155551555,Allentown,PA,USA,Yu,Kyung,Small
1583,10329,37,94.43,Shipped,S24_2000,2125557818,NYC,NY,USA,Yu,Kwai,Medium
1584,10340,55,79.98,Shipped,S24_2000,(93) 203 4555,Barcelona,,Spain,Saavedra,Eduardo,Medium
1585,10363,21,100.0,Shipped,S24_2000,+358 9 8045 555,Espoo,,Finland,Suominen,Kalle,Medium
1586,10375,23,100.0,Shipped,S24_2000,40.67.8555,Nantes,,France,Labrune,Janine,Small
1587,10389,49,81.4,Shipped,S24_2000,0695-34 6555,Boras,,Sweden,Larsson,Maria,Medium
1588,10402,59,87.6,Shipped,S24_2000,(1) 47.55.6555,Paris,,France,Perrier,Dominique,Medium
1589,10416,32,87.6,Shipped,S24_2000,0522-556555,Reggio Emilia,,Italy,Moroni,Maurizio,Small
1590,10105,43,100.0,Shipped,S24_2011,31 12 3555,Kobenhavn,,Denmark,Petersen,Jytte,Medium
1591,10117,41,100.0,Shipped,S24_2011,+65 221 7555,Singapore,,Singapore,Natividad,Eric,Medium
1592,10129,45,100.0,Shipped,S24_2011,(171) 555-0297,London,,UK,Brown,Ann,Medium
1593,10142,33,100.0,Shipped,S24_2011,4155551450,San Rafael,CA,USA,Nelson,Valarie,Medium
1594,10153,40,100.0,Shipped,S24_2011,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Medium
1595,10167,33,100.0,Cancelled,S24_2011,0695-34 6555,Boras,,Sweden,Larsson,Maria,Medium
1596,10177,50,100.0,Shipped,S24_2011,+34 913 728 555,Madrid,,Spain,Fernandez,Jesus,Medium
1597,10185,30,100.0,Shipped,S24_2011,5085559555,New Bedford,MA,USA,Tam,Wing C,Medium
1598,10197,41,100.0,Shipped,S24_2011,(93) 203 4555,Barcelona,,Spain,Saavedra,Eduardo,Medium
1599,10208,35,100.0,Shipped,S24_2011,78.32.5555,Lyon,,France,Saveley,Mary,Medium
1600,10221,49,100.0,Shipped,S24_2011,(02) 5554 67,Bruxelles,,Belgium,Dewey,Catherine,Medium
1601,10232,46,100.0,Shipped,S24_2011,(198) 555-8888,Cowes,Isle of Wight,UK,Bennett,Helen,Medium
1602,10248,48,100.0,Cancelled,S24_2011,2125557818,NYC,NY,USA,Yu,Kwai,Medium
1603,10261,36,100.0,Shipped,S24_2011,(514) 555-8054,Montreal,Quebec,Canada,Fresnisre,Jean,Medium
1604,10273,22,100.0,Shipped,S24_2011,(02) 5554 67,Bruxelles,,Belgium,Dewey,Catherine,Small
1605,10283,42,100.0,Shipped,S24_2011,(604) 555-4555,Tsawassen,BC,Canada,Lincoln,Elizabeth,Medium
1606,10293,21,100.0,Shipped,S24_2011,011-4988555,Torino,,Italy,Accorti,Paolo,Small
1607,10306,29,100.0,Shipped,S24_2011,(171) 555-1555,Manchester,,UK,Ashworth,Victoria,Medium
1608,10315,35,100.0,Shipped,S24_2011,40.67.8555,Nantes,,France,Labrune,Janine,Medium
1609,10326,41,100.0,Shipped,S24_2011,0921-12 3555,Lule,,Sweden,Berglund,Christina,Medium
1610,10337,29,71.97,Shipped,S24_2011,2125558493,NYC,NY,USA,Hernandez,Maria,Small
1611,10350,34,50.33,Shipped,S24_2011,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Small
1612,10372,37,100.0,Shipped,S24_2011,+81 3 3584 0555,Minato-ku,Tokyo,Japan,Shimamura,Akiko,Medium
1613,10384,28,80.54,Shipped,S24_2011,6505551386,San Francisco,CA,USA,Brown,Julie,Small
1614,10396,49,100.0,Shipped,S24_2011,4155551450,San Rafael,CA,USA,Nelson,Valarie,Medium
1615,10414,23,100.0,On Hold,S24_2011,6175559555,Boston,MA,USA,Yoshido,Juri,Medium
1616,10101,46,53.76,Shipped,S24_2022,+49 69 66 90 2555,Frankfurt,,Germany,Keitel,Roland,Small
1617,10110,39,44.35,Shipped,S24_2022,(171) 555-1555,Manchester,,UK,Ashworth,Victoria,Small
1618,10124,22,45.25,Shipped,S24_2022,7025551838,Las Vegas,NV,USA,King,Sue,Small
1619,10149,49,49.28,Shipped,S24_2022,4155554312,Brisbane,CA,USA,Taylor,Sue,Small
1620,10162,43,36.29,Shipped,S24_2022,6505551386,San Francisco,CA,USA,Brown,Julie,Small
1621,10173,27,41.22,Shipped,S24_2022,035-640555,Bergamo,,Italy,Rovelli,Giovanni,Small
1622,10182,31,36.74,Shipped,S24_2022,4155551450,San Rafael,CA,USA,Nelson,Valarie,Small
1623,10193,20,50.62,Shipped,S24_2022,61-9-3844-6555,Glen Waverly,Victoria,Australia,Connery,Sean,Small
1624,10205,24,38.08,Shipped,S24_2022,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Small
1625,10214,49,47.94,Shipped,S24_2022,(91) 555 22 82,Madrid,,Spain,Sommer,Mart¡n,Small
1626,10227,24,48.38,Shipped,S24_2022,78.32.5555,Lyon,,France,Saveley,Mary,Small
1627,10244,39,45.25,Shipped,S24_2022,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Small
