,ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,PHONE,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
1301,10248,42,75.48,11,3170.16,Cancelled,2,5,2004,Vintage Cars,87,S18_4522,2125557818,NYC,NY,10022,USA,,Yu,Kwai,Medium
1302,10261,20,89.53,9,1790.6,Shipped,2,6,2004,Vintage Cars,87,S18_4522,(514) 555-8054,Montreal,Quebec,H1J 1C3,Canada,,Fresnisre,Jean,Small
1303,10273,33,71.09,12,2345.97,Shipped,3,7,2004,Vintage Cars,87,S18_4522,(02) 5554 67,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Small
1304,10283,34,100.0,14,3580.88,Shipped,3,8,2004,Vintage Cars,87,S18_4522,(604) 555-4555,Tsawassen,BC,T2F 8M4,Canada,,Lincoln,Elizabeth,Medium
1305,10293,49,100.0,3,4946.06,Shipped,3,9,2004,Vintage Cars,87,S18_4522,011-4988555,Torino,,10100,Italy,EMEA,Accorti,Paolo,Medium
1306,10306,39,90.4,8,3525.6,Shipped,4,10,2004,Vintage Cars,87,S18_4522,(171) 555-1555,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium
1307,10315,36,100.0,7,3602.16,Shipped,4,10,2004,Vintage Cars,87,S18_4522,40.67.8555,Nantes,,44000,France,EMEA,Labrune,Janine,Medium
1308,10326,50,86.01,5,4300.5,Shipped,4,11,2004,Vintage Cars,87,S18_4522,0921-12 3555,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Medium
1309,10337,29,100.0,2,4498.19,Shipped,4,11,2004,Vintage Cars,87,S18_4522,2125558493,NYC,NY,10022,USA,,Hernandez,Maria,Medium
1310,10350,30,100.0,3,3023.1,Shipped,4,12,2004,Vintage Cars,87,S18_4522,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
1311,10372,41,86.89,7,3562.49,Shipped,1,1,2005,Vintage Cars,87,S18_4522,+81 3 3584 0555,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Medium
1312,10383,28,58.58,7,1640.24,Shipped,1,2,2005,Vintage Cars,87,S18_4522,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
1313,10396,45,100.0,5,4739.4,Shipped,1,3,2005,Vintage Cars,87,S18_4522,4155551450,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium
1314,10414,16,75.48,11,1207.68,On Hold,2,5,2005,Vintage Cars,87,S18_4522,6175559555,Boston,MA,51003,USA,,Yoshido,Juri,Small
1315,10103,36,100.0,5,4228.2,Shipped,1,1,2003,Trucks and Buses,121,S18_4600,07-98 9555,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Medium
1316,10114,41,100.0,9,4815.45,Shipped,2,4,2003,Trucks and Buses,121,S18_4600,(1) 42.34.2555,Paris,,75012,France,EMEA,Bertrand,Marie,Medium
1317,10126,50,100.0,5,7083.0,Shipped,2,5,2003,Trucks and Buses,121,S18_4600,(91) 555 22 82,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Large
1318,10140,40,100.0,5,4601.2,Shipped,3,7,2003,Trucks and Buses,121,S18_4600,6505556809,Burlingame,CA,94217,USA,,Hirano,Juri,Medium
1319,10150,49,100.0,2,6467.02,Shipped,3,9,2003,Trucks and Buses,121,S18_4600,+65 221 7555,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium
1320,10164,45,100.0,3,5012.55,Resolved,4,10,2003,Trucks and Buses,121,S18_4600,7675-3555,Graz,,8010,Austria,EMEA,Mendel,Roland,Medium
1321,10175,47,100.0,10,5121.59,Shipped,4,11,2003,Trucks and Buses,121,S18_4600,(171) 555-0297,London,,WX3 6FW,UK,EMEA,Brown,Ann,Medium
1322,10183,21,100.0,2,2441.04,Shipped,4,11,2003,Trucks and Buses,121,S18_4600,2155554695,Philadelphia,PA,71270,USA,,Cervantes,Francisca,Small
1323,10194,32,100.0,5,4262.08,Shipped,4,11,2003,Trucks and Buses,121,S18_4600,78.32.5555,Lyon,,69004,France,EMEA,Saveley,Mary,Medium
1324,10207,47,100.0,16,6658.02,Shipped,4,12,2003,Trucks and Buses,121,S18_4600,6175552555,Boston,MA,51003,USA,,Franco,Valarie,Medium
1325,10217,38,100.0,5,4509.08,Shipped,1,2,2004,Trucks and Buses,121,S18_4600,+65 224 1555,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Medium
1326,10229,41,100.0,10,4716.23,Shipped,1,3,2004,Trucks and Buses,121,S18_4600,4155551450,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium
1327,10245,21,100.0,3,2390.22,Shipped,2,5,2004,Trucks and Buses,121,S18_4600,2035559545,New Haven,CT,97823,USA,,Murphy,Leslie,Small
1328,10259,41,100.0,13,4666.62,Shipped,2,6,2004,Trucks and Buses,121,S18_4600,+65 224 1555,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Medium
1329,10270,38,100.0,3,5383.08,Shipped,3,7,2004,Trucks and Buses,121,S18_4600,+61 2 9495 8555,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium
1330,10281,25,99.29,10,2482.25,Shipped,3,8,2004,Trucks and Buses,121,S18_4600,2155551555,Allentown,PA,70267,USA,,Yu,Kyung,Small
1331,10291,48,100.0,5,5288.64,Shipped,3,9,2004,Trucks and Buses,121,S18_4600,0695-34 6555,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium
1332,10305,22,99.29,14,2184.38,Shipped,4,10,2004,Trucks and Buses,121,S18_4600,6175558555,Cambridge,MA,51247,USA,,Hernandez,Marta,Small
1333,10313,28,100.0,8,2881.76,Shipped,4,10,2004,Trucks and Buses,121,S18_4600,(604) 555-3392,Vancouver,BC,V3F 2K1,Canada,,Tannamuri,Yoshi,Small
1334,10323,47,100.0,1,6203.06,Shipped,4,11,2004,Trucks and Buses,121,S18_4600,+49 69 66 90 2555,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Medium
1335,10334,49,100.0,4,6763.47,On Hold,4,11,2004,Trucks and Buses,121,S18_4600,0921-12 3555,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Medium
1336,10347,45,100.0,4,5884.65,Shipped,4,11,2004,Trucks and Buses,121,S18_4600,03 9520 4555,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium
1337,10357,28,100.0,2,3559.64,Shipped,4,12,2004,Trucks and Buses,121,S18_4600,4155551450,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium
1338,10370,29,57.53,6,1668.37,Shipped,1,1,2005,Trucks and Buses,121,S18_4600,02 9936 8555,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small
1339,10382,39,100.0,1,4890.6,Shipped,1,2,2005,Trucks and Buses,121,S18_4600,4155551450,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium
1340,10411,46,100.0,3,5235.72,Shipped,2,5,2005,Trucks and Buses,121,S18_4600,(514) 555-8054,Montreal,Quebec,H1J 1C3,Canada,,Fresnisre,Jean,Medium
1341,10425,38,100.0,13,4325.16,In Process,2,5,2005,Trucks and Buses,121,S18_4600,40.67.8555,Nantes,,44000,France,EMEA,Labrune,Janine,Medium
1342,10103,41,47.29,9,1938.89,Shipped,1,1,2003,Vintage Cars,50,S18_4668,07-98 9555,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Small
1343,10113,50,49.81,3,2490.5,Shipped,1,3,2003,Vintage Cars,50,S18_4668,4155551450,San Rafael,CA,97562,USA,,Nelson,Valarie,Small
1344,10126,43,53.83,9,2314.69,Shipped,2,5,2003,Vintage Cars,50,S18_4668,(91) 555 22 82,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Small
1345,10140,29,43.27,9,1254.83,Shipped,3,7,2003,Vintage Cars,50,S18_4668,6505556809,Burlingame,CA,94217,USA,,Hirano,Juri,Small
1346,10150,30,42.76,6,1282.8,Shipped,3,9,2003,Vintage Cars,50,S18_4668,+65 221 7555,Singapore,,79903,Singapore,Japan,Natividad,Eric,Small
1347,10164,25,53.83,7,1345.75,Resolved,4,10,2003,Vintage Cars,50,S18_4668,7675-3555,Graz,,8010,Austria,EMEA,Mendel,Roland,Small
1348,10174,49,44.78,2,2194.22,Shipped,4,11,2003,Vintage Cars,50,S18_4668,61-7-3844-6555,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Small
1349,10183,40,49.3,6,1972.0,Shipped,4,11,2003,Vintage Cars,50,S18_4668,2155554695,Philadelphia,PA,71270,USA,,Cervantes,Francisca,Small
1350,10194,41,44.78,9,1835.98,Shipped,4,11,2003,Vintage Cars,50,S18_4668,78.32.5555,Lyon,,69004,France,EMEA,Saveley,Mary,Small
1351,10206,21,53.33,4,1119.93,Shipped,4,12,2003,Vintage Cars,50,S18_4668,(604) 555-3392,Vancouver,BC,V3F 2K1,Canada,,Tannamuri,Yoshi,Small
1352,10215,46,45.28,1,2082.88,Shipped,1,1,2004,Vintage Cars,50,S18_4668,3105553722,Burbank,CA,94019,USA,,Thompson,Steve,Small
1353,10229,39,40.25,14,1569.75,Shipped,1,3,2004,Vintage Cars,50,S18_4668,4155551450,San Rafael,CA,97562,USA,,Nelson,Valarie,Small
1354,10245,45,59.87,7,2694.15,Shipped,2,5,2004,Vintage Cars,50,S18_4668,2035559545,New Haven,CT,97823,USA,,Murphy,Leslie,Small
1355,10258,21,59.87,4,1257.27,Shipped,2,6,2004,Vintage Cars,50,S18_4668,+81 3 3584 0555,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Small
1356,10270,44,58.36,7,2567.84,Shipped,3,7,2004,Vintage Cars,50,S18_4668,+61 2 9495 8555,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small
1357,10281,44,59.87,14,2634.28,Shipped,3,8,2004,Vintage Cars,50,S18_4668,2155551555,Allentown,PA,70267,USA,,Yu,Kyung,Small
1358,10291,29,51.82,9,1502.78,Shipped,3,9,2004,Vintage Cars,50,S18_4668,0695-34 6555,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Small
1359,10304,34,49.3,4,1676.2,Shipped,4,10,2004,Vintage Cars,50,S18_4668,30.59.8555,Versailles,,78000,France,EMEA,Tonini,Daniel,Small
1360,10312,39,56.85,1,2217.15,Shipped,4,10,2004,Vintage Cars,50,S18_4668,4155551450,San Rafael,CA,97562,USA,,Nelson,Valarie,Small
1361,10324,38,100.0,6,6832.02,Shipped,4,11,2004,Vintage Cars,50,S18_4668,2125551500,NYC,NY,10022,USA,,Frick,Michael,Medium
1362,10333,24,79.86,8,1916.64,Shipped,4,11,2004,Vintage Cars,50,S18_4668,6505555787,San Francisco,CA,,USA,,Murphy,Julie,Small
1363,10348,29,100.0,6,7110.8,Shipped,4,11,2004,Vintage Cars,50,S18_4668,(91) 555 22 82,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Large
1364,10358,30,100.0,8,5302.8,Shipped,4,12,2004,Vintage Cars,50,S18_4668,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
1365,10370,20,100.0,2,2730.0,Shipped,1,1,2005,Vintage Cars,50,S18_4668,02 9936 8555,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small
1366,10382,39,100.0,2,7827.3,Shipped,1,2,2005,Vintage Cars,50,S18_4668,4155551450,San Rafael,CA,97562,USA,,Nelson,Valarie,Large
1367,10411,35,59.87,7,2095.45,Shipped,2,5,2005,Vintage Cars,50,S18_4668,(514) 555-8054,Montreal,Quebec,H1J 1C3,Canada,,Fresnisre,Jean,Small
1368,10424,26,59.87,4,1556.62,In Process,2,5,2005,Vintage Cars,50,S18_4668,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
1369,10108,44,100.0,11,5565.12,Shipped,1,3,2003,Classic Cars,148,S18_4721,+63 2 555 3587,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Medium
1370,10122,28,100.0,15,3583.16,Shipped,2,5,2003,Classic Cars,148,S18_4721,91.24.4555,Marseille,,13008,France,EMEA,Lebihan,Laurence,Medium
1371,10135,31,100.0,12,4705.18,Shipped,3,7,2003,Classic Cars,148,S18_4721,4155551450,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium
1372,10146,29,100.0,1,4444.54,Shipped,3,9,2003,Classic Cars,148,S18_4721,2035554407,Glendale,CT,97561,USA,,Lewis,Dan,Medium
1373,10159,32,100.0,7,4618.88,Shipped,4,10,2003,Classic Cars,148,S18_4721,6505551386,San Francisco,CA,,USA,,Brown,Julie,Medium
1374,10169,33,100.0,7,4910.4,Shipped,4,11,2003,Classic Cars,148,S18_4721,02 9936 8555,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium
1375,10180,44,100.0,2,5565.12,Shipped,4,11,2003,Classic Cars,148,S18_4721,20.16.1555,Lille,,59000,France,EMEA,Rance,Martine,Medium
1376,10191,32,100.0,8,4237.76,Shipped,4,11,2003,Classic Cars,148,S18_4721,0221-5554327,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Medium
1377,10211,41,100.0,7,5673.58,Shipped,1,1,2004,Classic Cars,148,S18_4721,(1) 47.55.6555,Paris,,75016,France,EMEA,Perrier,Dominique,Medium
1378,10225,35,100.0,14,5260.15,Shipped,1,2,2004,Classic Cars,148,S18_4721,0897-034555,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium
1379,10238,44,100.0,8,6350.96,Shipped,2,4,2004,Classic Cars,148,S18_4721,31 12 3555,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Medium
1380,10252,26,100.0,4,3559.4,Shipped,2,5,2004,Classic Cars,148,S18_4721,(1) 47.55.6555,Paris,,75016,France,EMEA,Perrier,Dominique,Medium
1381,10264,20,100.0,2,2410.6,Shipped,2,6,2004,Classic Cars,148,S18_4721,6175559555,Boston,MA,51003,USA,,Yoshido,Juri,Small
1382,10276,48,100.0,8,5713.92,Shipped,3,8,2004,Classic Cars,148,S18_4721,6175557555,Brickhaven,MA,58339,USA,,Barajas,Miguel,Medium
1383,10287,34,100.0,17,4300.32,Shipped,3,8,2004,Classic Cars,148,S18_4721,0897-034555,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium
1384,10299,49,100.0,2,7947.31,Shipped,3,9,2004,Classic Cars,148,S18_4721,90-224 8555,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Large
1385,10310,40,100.0,15,5356.8,Shipped,4,10,2004,Classic Cars,148,S18_4721,0221-5554327,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Medium
1386,10319,45,100.0,3,7901.1,Shipped,4,11,2004,Classic Cars,148,S18_4721,2125551957,NYC,NY,10022,USA,,Kuo,Kee,Large
1387,10330,50,100.0,4,6101.0,Shipped,4,11,2004,Classic Cars,148,S18_4721,+63 2 555 3587,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Medium
1388,10342,38,100.0,11,6276.46,Shipped,4,11,2004,Classic Cars,148,S18_4721,03 9520 4555,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium
1389,10355,25,100.0,2,4203.5,Shipped,4,12,2004,Classic Cars,148,S18_4721,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
1390,10363,28,58.18,13,1629.04,Shipped,1,1,2005,Classic Cars,148,S18_4721,+358 9 8045 555,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Small
1391,10378,49,67.14,8,3289.86,Shipped,1,2,2005,Classic Cars,148,S18_4721,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
1392,10390,49,100.0,3,6862.94,Shipped,1,3,2005,Classic Cars,148,S18_4721,4155551450,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium
1393,10110,42,61.29,9,2574.18,Shipped,1,3,2003,Classic Cars,71,S18_4933,(171) 555-1555,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small
1394,10124,23,57.73,8,1327.79,Shipped,2,5,2003,Classic Cars,71,S18_4933,7025551838,Las Vegas,NV,83030,USA,,King,Sue,Small
1395,10148,29,81.25,2,2356.25,Shipped,3,9,2003,Classic Cars,71,S18_4933,02 9936 8555,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small
1396,10161,25,80.54,1,2013.5,Shipped,4,10,2003,Classic Cars,71,S18_4933,86 21 3555,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Small
1397,10173,39,71.98,15,2807.22,Shipped,4,11,2003,Classic Cars,71,S18_4933,035-640555,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Small
1398,10182,44,69.84,12,3072.96,Shipped,4,11,2003,Classic Cars,71,S18_4933,4155551450,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium
1399,10193,25,76.26,16,1906.5,Shipped,4,11,2003,Classic Cars,71,S18_4933,61-9-3844-6555,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Small
1400,10204,45,76.26,6,3431.7,Shipped,4,12,2003,Classic Cars,71,S18_4933,2125557413,NYC,NY,10022,USA,,Young,Jeff,Medium
1401,10213,25,83.39,2,2084.75,Shipped,1,1,2004,Classic Cars,71,S18_4933,(171) 555-7555,London,,WA1 1DP,UK,EMEA,Hardy,Thomas,Small
1402,10227,37,57.73,12,2136.01,Shipped,1,3,2004,Classic Cars,71,S18_4933,78.32.5555,Lyon,,69004,France,EMEA,Saveley,Mary,Small
1403,10241,30,66.99,4,2009.7,Shipped,2,4,2004,Classic Cars,71,S18_4933,88.60.1555,Strasbourg,,67000,France,EMEA,Citeaux,Frederique,Small
1404,10267,36,75.55,1,2719.8,Shipped,3,7,2004,Classic Cars,71,S18_4933,2125557413,NYC,NY,10022,USA,,Young,Jeff,Small
1405,10279,26,60.58,1,1575.08,Shipped,3,8,2004,Classic Cars,71,S18_4933,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
1406,10288,23,73.41,7,1688.43,Shipped,3,9,2004,Classic Cars,71,S18_4933,+65 224 1555,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small
1407,10302,23,72.7,3,1672.1,Shipped,4,10,2003,Classic Cars,71,S18_4933,(171) 555-2282,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Small
1408,10311,25,66.99,2,1674.75,Shipped,4,10,2004,Classic Cars,71,S18_4933,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
1409,10332,21,100.0,3,3472.98,Shipped,4,11,2004,Classic Cars,71,S18_4933,(171) 555-1555,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium
1410,10344,26,63.43,5,1649.18,Shipped,4,11,2004,Classic Cars,71,S18_4933,91.24.4555,Marseille,,13008,France,EMEA,Lebihan,Laurence,Small
1411,10367,44,85.25,9,3751.0,Resolved,1,1,2005,Classic Cars,71,S18_4933,6265557265,Pasadena,CA,90003,USA,,Young,Julie,Medium
1412,10380,24,100.0,2,4536.0,Shipped,1,2,2005,Classic Cars,71,S18_4933,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
1413,10407,66,66.99,4,4421.34,On Hold,2,4,2005,Classic Cars,71,S18_4933,4085553659,San Jose,CA,94217,USA,,Frick,Sue,Medium
1414,10420,36,57.73,7,2078.28,In Process,2,5,2005,Classic Cars,71,S18_4933,+61 2 9495 8555,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small
1415,10110,36,85.25,13,3069.0,Shipped,1,3,2003,Classic Cars,73,S24_1046,(171) 555-1555,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium
1416,10124,22,77.9,12,1713.8,Shipped,2,5,2003,Classic Cars,73,S24_1046,7025551838,Las Vegas,NV,83030,USA,,King,Sue,Small
1417,10148,25,60.26,6,1506.5,Shipped,3,9,2003,Classic Cars,73,S24_1046,02 9936 8555,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small
1418,10161,37,72.76,5,2692.12,Shipped,4,10,2003,Classic Cars,73,S24_1046,86 21 3555,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Small
1419,10172,32,75.69,3,2422.08,Shipped,4,11,2003,Classic Cars,73,S24_1046,2035552570,Bridgewater,CT,97562,USA,,King,Julie,Small
1420,10182,47,74.22,16,3488.34,Shipped,4,11,2003,Classic Cars,73,S24_1046,4155551450,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium
1421,10192,37,69.82,4,2583.34,Shipped,4,11,2003,Classic Cars,73,S24_1046,6035558647,Nashua,NH,62005,USA,,Young,Valarie,Small
1422,10204,20,62.47,10,1249.4,Shipped,4,12,2003,Classic Cars,73,S24_1046,2125557413,NYC,NY,10022,USA,,Young,Jeff,Small
1423,10212,41,82.31,3,3374.71,Shipped,1,1,2004,Classic Cars,73,S24_1046,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
1424,10226,21,60.26,1,1265.46,Shipped,1,2,2004,Classic Cars,73,S24_1046,7605558146,San Diego,CA,91217,USA,,Thompson,Valarie,Small
1425,10241,22,76.43,8,1681.46,Shipped,2,4,2004,Classic Cars,73,S24_1046,88.60.1555,Strasbourg,,67000,France,EMEA,Citeaux,Frederique,Small
1426,10267,40,80.1,5,3204.0,Shipped,3,7,2004,Classic Cars,73,S24_1046,2125557413,NYC,NY,10022,USA,,Young,Jeff,Medium
1427,10279,32,74.96,5,2398.72,Shipped,3,8,2004,Classic Cars,73,S24_1046,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
1428,10288,36,66.14,11,2381.04,Shipped,3,9,2004,Classic Cars,73,S24_1046,+65 224 1555,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small
1429,10301,27,72.02,1,1944.54,Shipped,4,10,2003,Classic Cars,73,S24_1046,+47 2212 1555,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,Small
1430,10311,26,87.45,6,2273.7,Shipped,4,10,2004,Classic Cars,73,S24_1046,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
1431,10321,30,70.55,3,2116.5,Shipped,4,11,2004,Classic Cars,73,S24_1046,5085552555,New Bedford,MA,50553,USA,,Benitez,Violeta,Small
1432,10332,23,56.84,4,1307.32,Shipped,4,11,2004,Classic Cars,73,S24_1046,(171) 555-1555,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small
1433,10344,29,59.53,7,1726.37,Shipped,4,11,2004,Classic Cars,73,S24_1046,91.24.4555,Marseille,,13008,France,EMEA,Lebihan,Laurence,Small
1434,10367,21,60.37,10,1267.77,Resolved,1,1,2005,Classic Cars,73,S24_1046,6265557265,Pasadena,CA,90003,USA,,Young,Julie,Small
1435,10380,34,100.0,3,3441.82,Shipped,1,2,2005,Classic Cars,73,S24_1046,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
1436,10407,26,76.43,8,1987.18,On Hold,2,4,2005,Classic Cars,73,S24_1046,4085553659,San Jose,CA,94217,USA,,Frick,Sue,Small
1437,10420,60,64.67,11,3880.2,In Process,2,5,2005,Classic Cars,73,S24_1046,+61 2 9495 8555,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium
1438,10104,35,55.49,6,1942.15,Shipped,1,1,2003,Classic Cars,57,S24_1444,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
1439,10115,47,69.36,2,3259.92,Shipped,2,4,2003,Classic Cars,57,S24_1444,2125558493,NYC,NY,10022,USA,,Hernandez,Maria,Medium
1440,10127,20,60.69,8,1213.8,Shipped,2,6,2003,Classic Cars,57,S24_1444,2125557413,NYC,NY,10022,USA,,Young,Jeff,Small
1441,10141,20,54.33,2,1086.6,Shipped,3,8,2003,Classic Cars,57,S24_1444,+358 9 8045 555,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Small
1442,10152,25,65.31,4,1632.75,Shipped,3,9,2003,Classic Cars,57,S24_1444,61-7-3844-6555,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Small
1443,10165,25,69.36,9,1734.0,Shipped,4,10,2003,Classic Cars,57,S24_1444,+65 221 7555,Singapore,,79903,Singapore,Japan,Natividad,Eric,Small
1444,10176,27,68.78,8,1857.06,Shipped,4,11,2003,Classic Cars,57,S24_1444,0522-556555,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Small
1445,10184,31,60.11,3,1863.41,Shipped,4,11,2003,Classic Cars,57,S24_1444,(95) 555 82 82,Sevilla,,41101,Spain,EMEA,Roel,Jose Pedro,Small
1446,10195,44,66.47,3,2924.68,Shipped,4,11,2003,Classic Cars,57,S24_1444,9145554562,White Plains,NY,24067,USA,,Frick,Steve,Small
1447,10207,49,46.82,4,2294.18,Shipped,4,12,2003,Classic Cars,57,S24_1444,6175552555,Boston,MA,51003,USA,,Franco,Valarie,Small
1448,10220,26,56.07,8,1457.82,Shipped,1,2,2004,Classic Cars,57,S24_1444,+353 1862 1555,Dublin,,2,Ireland,EMEA,Cassidy,Dean,Small
1449,10230,36,54.33,6,1955.88,Shipped,1,3,2004,Classic Cars,57,S24_1444,+49 69 66 90 2555,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Small
1450,10246,44,52.6,2,2314.4,Shipped,2,5,2004,Classic Cars,57,S24_1444,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
1451,10259,28,46.82,1,1310.96,Shipped,2,6,2004,Classic Cars,57,S24_1444,+65 224 1555,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small
1452,10271,45,64.74,2,2913.3,Shipped,3,7,2004,Classic Cars,57,S24_1444,4155551450,San Rafael,CA,97562,USA,,Nelson,Valarie,Small
1453,10282,29,46.82,11,1357.78,Shipped,3,8,2004,Classic Cars,57,S24_1444,4155551450,San Rafael,CA,97562,USA,,Nelson,Valarie,Small
1454,10292,40,53.75,5,2150.0,Shipped,3,9,2004,Classic Cars,57,S24_1444,2125557818,NYC,NY,10022,USA,,Yu,Kwai,Small
1455,10305,45,61.85,2,2783.25,Shipped,4,10,2004,Classic Cars,57,S24_1444,6175558555,Cambridge,MA,51247,USA,,Hernandez,Marta,Small
1456,10314,44,53.18,11,2339.92,Shipped,4,10,2004,Classic Cars,57,S24_1444,86 21 3555,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Small
1457,10324,25,69.16,14,1729.0,Shipped,4,11,2004,Classic Cars,57,S24_1444,2125551500,NYC,NY,10022,USA,,Frick,Michael,Small
1458,10336,45,100.0,4,5972.4,Shipped,4,11,2004,Classic Cars,57,S24_1444,(1) 42.34.2555,Paris,,75012,France,EMEA,Bertrand,Marie,Medium
1459,10349,48,47.4,4,2275.2,Shipped,4,12,2004,Classic Cars,57,S24_1444,2125557413,NYC,NY,10022,USA,,Young,Jeff,Small
1460,10358,44,60.76,14,2673.44,Shipped,4,12,2004,Classic Cars,57,S24_1444,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
1461,10371,25,97.27,12,2431.75,Shipped,1,1,2005,Classic Cars,57,S24_1444,4155551450,San Rafael,CA,97562,USA,,Nelson,Valarie,Small
1462,10383,22,91.76,2,2018.72,Shipped,1,2,2005,Classic Cars,57,S24_1444,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
